Time,XGtranslationTotalmotion,YGtranslationTotalmotion,ZGtranslationTotalmotion,XLrotationTotalmotion,YLrotationTotalmotion,ZGrotationTotalmotion,XGtranslationTotalmotion.1,YGtranslationTotalmotion.1,ZGtranslationTotalmotion.1,XLrotationTotalmotion.1,YLrotationTotalmotion.1,ZGrotationTotalmotion.1,XGtranslationTotalmotion.2,YGtranslationTotalmotion.2,ZGtranslationTotalmotion.2,XLrotationTotalmotion.2,YLrotationTotalmotion.2,ZGrotationTotalmotion.2,XGtranslationTotalmotion.3,YGtranslationTotalmotion.3,ZGtranslationTotalmotion.3,XLrotationTotalmotion.3,YLrotationTotalmotion.3,ZGrotationTotalmotion.3,XGtranslationTotalmotion.4,YGtranslationTotalmotion.4,ZGtranslationTotalmotion.4,XLrotationTotalmotion.4,YLrotationTotalmotion.4,ZGrotationTotalmotion.4,XGtranslationTotalmotion.5,YGtranslationTotalmotion.5,ZGtranslationTotalmotion.5,XLrotationTotalmotion.5,YLrotationTotalmotion.5,ZGrotationTotalmotion.5
992.5,64.46,0.0050302,0.54023,0.00012065,-2.6236,-0.010369,0.81277,-0.00014881,0.01927,-0.00021439,0.77512,0.00034291,7.2796,0.0018427,-0.082022,0.00010885,-1.4878,-0.0038347,1.1551,0.00010336,-0.0065388,-5.9343e-05,1.2636,0.00074457,7.25,-42.01,-0.092909,-0.06954,-1.5134,0.11111,1.0737,0.0019487,-0.0037247,0.022145,1.1371,0.12333
993.0,64.102,0.0050954,0.50431,0.00014878,-1.9633,-0.010712,1.1076,-0.00012527,0.017819,-0.00024691,1.0885,0.00038554,7.5368,0.0018474,0.064328,9.3232e-05,-1.9401,-0.0039928,1.4997,3.6444e-05,-0.017838,3.0359e-05,1.6199,0.00083771,7.5155,-42.01,0.059868,-0.073865,-1.9879,0.13474,1.3618,0.035874,-0.012762,-0.014918,1.4331,0.1238
993.5,63.648,0.0051541,0.45505,0.00014479,-1.1242,-0.011048,1.3151,-0.00014062,0.015855,-0.00023688,1.3081,0.00036962,7.727,0.0018367,0.21088,7.2103e-05,-2.2721,-0.0041911,1.7245,-2.8776e-05,-0.026295,0.00011289,1.8443,0.00079339,7.712,-42.01,0.21222,-0.074543,-2.335,0.14845,1.5419,0.074344,-0.019356,-0.056505,1.6113,0.10586
994.0,63.126,0.0052186,0.40297,0.00011434,-0.16686,-0.011376,1.4198,-0.00018791,0.015223,-0.00019231,1.4181,0.00029825,7.8332,0.0018123,0.34284,4.5294e-05,-2.4565,-0.0044238,1.8114,-8.222e-05,-0.029054,0.00017615,1.9192,0.00061717,7.822,-42.013,0.34786,-0.071302,-2.5262,0.15158,1.5996,0.11438,-0.021258,-0.099161,1.658,0.07331
994.5,62.573,0.0053041,0.35256,6.9628e-05,0.83538,-0.01169,1.4126,-0.00025108,0.017224,-0.00013011,1.4099,0.00018067,7.8436,0.001781,0.4476,1.4469e-05,-2.4744,-0.0046794,1.7512,-0.0001157,-0.024603,0.00021288,1.8369,0.00033561,7.8337,-42.016,0.45367,-0.064036,-2.5421,0.14431,1.5284,0.15186,-0.017288,-0.13804,1.5684,0.032403
995.0,62.028,0.0054233,0.30113,2.549e-05,1.8027,-0.011986,1.291,-0.00031032,0.022311,-7.0466e-05,1.282,3.1841e-05,7.7532,0.0017534,0.51641,-1.7102e-05,-2.3168,-0.0049422,1.5438,-0.00012407,-0.013121,0.00022132,1.6,-7.6055e-06,7.7422,-42.02,0.5214,-0.052929,-2.375,0.12749,1.3302,0.18248,-0.0075554,-0.16808,1.3465,-0.0094827
995.5,61.531,0.0055815,0.24024,-5.2521e-06,2.6551,-0.012265,1.0599,-0.00034869,0.030004,-3.0056e-05,1.0406,-0.00012776,7.5637,0.0017411,0.54546,-4.5238e-05,-1.986,-0.0051945,1.1989,-0.00010623,0.0035937,0.00020464,1.221,-0.00035781,7.5497,-42.022,0.54841,-0.038559,-2.0291,0.10246,1.0144,0.20273,0.006619,-0.18529,1.0045,-0.045368
996.0,61.122,0.005774,0.1593,-1.5605e-05,3.3196,-0.012531,0.73217,-0.00035766,0.039039,-1.6852e-05,0.70039,-0.0002736,7.2839,0.0017537,0.53601,-6.5723e-05,-1.4967,-0.0054192,0.73598,-6.5171e-05,0.022583,0.00016905,0.72301,-0.0006577,7.2656,-42.022,0.53721,-0.02195,-1.5215,0.070763,0.59878,0.2105,0.023055,-0.1875,0.5631,-0.069865
996.5,60.834,0.005986,0.050411,-6.3138e-06,3.7365,-0.012794,0.32927,-0.00033942,0.047747,-2.8239e-05,0.28502,-0.00038081,6.9297,0.0017963,0.49351,-7.5117e-05,-0.87521,-0.0056041,0.18528,-7.0581e-06,0.04053,0.00012137,0.13992,-0.00085703,6.9064,-42.02,0.49407,-0.0045181,-0.88128,0.034064,0.10958,0.20512,0.039289,-0.17451,0.051611,-0.079822
997.0,60.69,0.0061957,-0.087015,1.4753e-05,3.8649,-0.013071,-0.11818,-0.00030516,0.054613,-5.3178e-05,-0.17271,-0.00042982,6.5229,0.0018688,0.4259,-7.1445e-05,-0.15961,-0.0057439,-0.41214,6.0075e-05,0.054746,6.7275e-05,-0.48357,-0.00092174,6.4946,-42.015,0.42702,0.012083,-0.14897,-0.0058823,-0.41804,0.18707,0.053273,-0.14759,-0.49194,-0.074457
997.5,60.704,0.0063792,-0.24352,3.5596e-05,3.6865,-0.013383,-0.57159,-0.00027054,0.058849,-7.6832e-05,-0.63203,-0.0004114,6.0901,0.0019664,0.3414,-5.4689e-05,0.60243,-0.0058429,-1.0059,0.00012777,0.06409,1.0925e-05,-1.0937,-0.00084058,6.0573,-42.01,0.34374,0.026196,0.62591,-0.047144,-0.94101,0.15737,0.064027,-0.10873,-1.022,-0.055167
998.0,60.877,0.0065153,-0.39973,4.4397e-05,3.2071,-0.013753,-0.9872,-0.00024995,0.060762,-8.591e-05,-1.0472,-0.00032886,5.6613,0.0020809,0.24661,-2.7013e-05,1.3561,-0.0059144,-1.5399,0.0001884,0.069423,-4.4048e-05,-1.6316,-0.00062727,5.6249,-42.004,0.25006,0.036423,1.3874,-0.087507,-1.411,0.11724,0.071985,-0.059985,-1.4881,-0.025192
998.5,61.195,0.0065903,-0.5296,3.3994e-05,2.4572,-0.014199,-1.3208,-0.000252,0.06166,-7.2657e-05,-1.3727,-0.00019674,5.2677,0.0022026,0.14541,7.443e-06,2.043,-0.005978,-1.9584,0.00023607,0.073257,-9.3174e-05,-2.0396,-0.00031782,5.2288,-41.998,0.14926,0.04184,2.0768,-0.12443,-1.7789,0.068077,0.078761,-0.0033059,-1.8401,0.010862
999.0,61.633,0.0066009,-0.60625,4.9198e-06,1.4897,-0.014736,-1.5336,-0.00027693,0.063224,-3.6897e-05,-1.5692,-3.6745e-05,4.9397,0.0023228,0.039137,4.3281e-05,2.6056,-0.0060556,-2.2132,0.00026724,0.078557,-0.00013077,-2.2688,3.6487e-05,4.8993,-41.994,0.042645,0.042111,2.6369,-0.15506,-2.0011,0.011775,0.086292,0.059167,-2.0342,0.04769
999.5,62.154,0.0065548,-0.60868,-3.4131e-05,0.37603,-0.015367,-1.5991,-0.00031739,0.066551,1.4593e-05,-1.6104,0.00012661,4.7044,0.0024341,-0.071883,7.5002e-05,2.9919,-0.0061663,-2.2711,0.00028139,0.087073,-0.0001513,-2.2872,0.00037796,4.663,-41.991,-0.068941,0.037452,3.017,-0.17643,-2.0462,-0.048629,0.095585,0.12435,-2.0401,0.080151
1000.0,62.715,0.0064689,-0.52775,-6.8494e-05,-0.79848,-0.016085,-1.5075,-0.00036105,0.07131,7.0233e-05,-1.4883,0.00026953,4.5832,0.0025318,-0.18614,9.8298e-05,3.1605,-0.0063227,-2.1208,0.00028101,0.097961,-0.00015194,-2.0861,0.00065158,4.541,-41.991,-0.18316,0.028479,3.1773,-0.18573,-1.9012,-0.10859,0.10565,0.18764,-1.8472,0.10408
1000.5,63.268,0.0063656,-0.36949,-8.1636e-05,-1.9409,-0.016872,-1.2683,-0.00039402,0.075535,0.00011651,-1.2149,0.00037157,4.5896,0.0026136,-0.29876,0.00011108,3.0853,-0.0065295,-1.7748,0.0002716,0.10753,-0.0001351,-1.6824,0.00081356,4.5464,-41.991,-0.29448,0.015975,3.0933,-0.18069,-1.5743,-0.16216,0.11323,0.24282,-1.4679,0.11681
1001.0,63.765,0.0062694,-0.15472,-5.984e-05,-2.9578,-0.017705,-0.90787,-0.00040477,0.076196,0.00014142,-0.82023,0.00041729,4.7278,0.0026794,-0.40044,0.00011383,2.7588,-0.0067838,-1.2681,0.00025987,0.11036,-0.00010843,-1.1165,0.00083733,4.683,-41.993,-0.39357,0.00067808,2.7594,-0.16015,-1.0946,-0.20255,0.11369,0.28262,-0.93586,0.1172
1001.5,64.161,0.0062036,0.085035,3.8446e-06,-3.7627,-0.018557,-0.46537,-0.00038645,0.07032,0.00013687,-0.34693,0.00039834,4.9914,0.0027302,-0.4781,0.00010929,2.1942,-0.0070783,-0.65156,0.00025187,0.10134,-8.246e-05,-0.44522,0.00071787,4.9442,-41.996,-0.46818,-0.016808,2.1902,-0.12454,-0.50798,-0.22316,0.10264,0.29991,-0.30223,0.10543
1002.0,64.421,0.0061866,0.31448,0.00010735,-4.284,-0.019402,0.014612,-0.00033848,0.056081,0.00010074,0.15695,0.00031536,5.3635,0.0027682,-0.51741,0.00010156,1.4261,-0.0074044,0.015446,0.00025113,0.077617,-6.6596e-05,0.26682,0.00047321,5.3132,-41.999,-0.50548,-0.035948,1.421,-0.075999,0.12972,-0.21889,0.077663,0.28917,0.37232,0.08271
1002.5,64.52,0.0062295,0.50239,0.00023938,-4.472,-0.020222,0.48864,-0.00026666,0.033399,3.7891e-05,0.64529,0.00017918,5.817,0.0027954,-0.50658,9.4972e-05,0.50846,-0.0077561,0.67365,0.00025693,0.039659,-6.4558e-05,0.95578,0.00014214,5.7633,-42.003,-0.49529,-0.056047,0.50604,-0.018303,0.76025,-0.18733,0.039347,0.24799,1.0254,0.051236
1003.0,64.445,0.0063348,0.62826,0.00038107,-4.304,-0.021003,0.91961,-0.00018276,0.0038632,-3.9705e-05,1.0792,1.0493e-05,6.3169,0.0028132,-0.4402,9.301e-05,-0.48882,-0.0081324,1.2703,0.000264,-0.0088707,-7.2069e-05,1.5657,-0.00022168,6.26,-42.007,-0.43332,-0.075986,-0.48548,0.043538,1.3297,-0.12969,-0.0087594,0.17813,1.6001,0.01456
1003.5,64.196,0.0064961,0.68584,0.00050913,-3.7876,-0.021738,1.279,-0.00010225,-0.02979,-0.00011503,1.4293,-0.00016284,6.8225,0.0028223,-0.32179,9.7686e-05,-1.4855,-0.0085373,1.763,0.00026362,-0.062174,-7.7715e-05,2.0522,-0.00055875,6.7632,-42.011,-0.32311,-0.094068,-1.4745,0.10378,1.793,-0.050953,-0.061067,0.085779,2.0499,-0.022109
1004.0,63.788,0.0067,0.68276,0.00060012,-2.9609,-0.022426,1.5463,-4.0977e-05,-0.064344,-0.00016975,1.6754,-0.0003107,7.2908,0.0028225,-0.1641,0.00010924,-2.3975,-0.0089785,2.1204,0.0002464,-0.11375,-6.7159e-05,2.3837,-0.00081399,7.2303,-42.014,-0.17606,-0.10809,-2.3788,0.15657,2.1166,0.040544,-0.11133,-0.019059,2.3411,-0.05212
1004.5,63.249,0.0069298,0.63641,0.0006349,-1.8896,-0.02307,1.7072,-1.1577e-05,-0.096667,-0.00018879,1.8038,-0.0004068,7.6803,0.0028144,0.01343,0.0001262,-3.1449,-0.0094637,2.3213,0.00020566,-0.15773,-2.8982e-05,2.54,-0.00094638,7.62,-42.017,-0.0092671,-0.11571,-3.12,0.19667,2.2779,0.13436,-0.15398,-0.12413,2.4525,-0.068503
1005.0,62.617,0.0071696,0.56755,0.00060241,-0.66089,-0.023676,1.7513,-2.0051e-05,-0.12412,-0.00016469,1.8057,-0.00043443,7.9545,0.0027995,0.18903,0.00014556,-3.6589,-0.0099962,2.3532,0.00014068,-0.18985,3.9828e-05,2.5105,-0.00093609,7.896,-42.018,0.15832,-0.11504,-3.6314,0.22009,2.2649,0.21952,-0.18514,-0.21699,2.3747,-0.065828
1005.5,61.937,0.007407,0.49368,0.00050211,0.62375,-0.024252,1.6717,-6.4084e-05,-0.14489,-9.9981e-05,1.6762,-0.00038994,8.0851,0.0027821,0.34381,0.00016328,-3.8894,-0.010571,2.2113,5.839e-05,-0.20807,0.00013097,2.2938,-0.00078771,8.0302,-42.019,0.31012,-0.10525,-3.864,0.22463,2.0757,0.28624,-0.20321,-0.28717,2.1098,-0.042218
1006.0,61.26,0.0076352,0.42438,0.00034419,1.8577,-0.024804,1.4668,-0.00013346,-0.15819,-6.8592e-06,1.4163,-0.00028324,8.0554,0.0027691,0.4658,0.0001749,-3.81,-0.011176,1.9001,-2.781e-05,-0.21279,0.0002263,1.8988,-0.00052862,8.0053,-42.019,0.43524,-0.086945,-3.792,0.21009,1.7192,0.32747,-0.20893,-0.32785,1.6711,-0.00064945
1006.5,60.636,0.0078512,0.35972,0.00014763,2.9385,-0.02534,1.1426,-0.00021262,-0.16437,9.5985e-05,1.0354,-0.00013506,7.861,0.0027698,0.55161,0.00017652,-3.4208,-0.01179,1.4346,-0.00010153,-0.2065,0.00030313,1.3459,-0.00020321,7.8169,-42.018,0.5298,-0.062297,-3.4149,0.17835,1.2155,0.33963,-0.20491,-0.33649,1.0844,0.051249
1007.0,60.108,0.0080536,0.29236,-6.3871e-05,3.7767,-0.025865,0.71585,-0.00028446,-0.16459,0.00018822,0.55402,2.7885e-05,7.5118,0.0027943,0.60507,0.00016567,-2.7489,-0.01239,0.84246,-0.00014843,-0.19301,0.00034181,0.66867,0.00013559,7.474,-42.018,0.59579,-0.034604,-2.7587,0.13281,0.5974,0.32264,-0.19467,-0.31425,0.38816,0.10303
1007.5,59.716,0.0082385,0.21213,-0.00026693,4.3032,-0.026386,0.21536,-0.0003344,-0.16026,0.00025307,0.0053526,0.00017836,7.0305,0.0028508,0.63352,0.00014187,-1.8462,-0.012955,0.16403,-0.00016085,-0.17606,0.00033256,-0.086213,0.00043546,6.9989,-42.018,0.63791,-0.007609,-1.873,0.077694,-0.089992,0.27926,-0.18126,-0.26486,-0.36664,0.14423
1008.0,59.485,0.0083973,0.11157,-0.00044296,4.476,-0.026915,-0.31998,-0.00035395,-0.15218,0.00028152,-0.56734,0.0002935,6.4514,0.0029439,0.64304,0.00010657,-0.78452,-0.013472,-0.54967,-0.00014013,-0.15798,0.00027886,-0.86149,0.00065242,6.4248,-42.019,0.65967,0.015314,-0.82723,0.017355,-0.79211,0.21412,-0.16601,-0.19345,-1.1197,0.16699
1008.5,59.427,0.0085162,-0.0096092,-0.00058073,4.2827,-0.027463,-0.84569,-0.00034241,-0.14,0.00027405,-1.1156,0.00035767,5.8177,0.0030723,0.63471,6.2442e-05,0.3505,-0.013935,-1.2418,-9.6117e-05,-0.13876,0.00019611,-1.5947,0.00075628,5.794,-42.018,0.66036,0.031808,0.29555,-0.044115,-1.4499,0.13294,-0.14784,-0.10579,-1.8069,0.16745
1009.0,59.544,0.008578,-0.14264,-0.00067633,3.7426,-0.028042,-1.3182,-0.00030644,-0.1222,0.00023956,-1.5926,0.00036358,5.177,0.0032295,0.6033,1.2427e-05,1.4665,-0.014349,-1.8562,-4.3759e-05,-0.11606,0.00010604,-2.2253,0.00073363,5.1533,-42.015,0.63406,0.040892,1.4053,-0.10294,-2.0069,0.041859,-0.12369,-0.008103,-2.3681,0.14585
1009.5,59.819,0.0085666,-0.27111,-0.00073089,2.9037,-0.028661,-1.7011,-0.00025768,-0.09676,0.00019197,-1.9604,0.00031201,4.5779,0.0034037,0.53917,-4.1085e-05,2.4722,-0.014727,-2.3448,1.9769e-06,-0.086374,2.8996e-05,-2.7024,0.00058908,4.5508,-42.009,0.57141,0.042928,2.4121,-0.15561,-2.4164,-0.052633,-0.089921,0.092759,-2.7545,0.10584
1010.0,60.227,0.008473,-0.37511,-0.00074719,1.839,-0.02932,-1.9698,-0.00020908,-0.062178,0.00014562,-2.1937,0.00021107,4.0653,0.0035806,0.43274,-9.6502e-05,3.2845,-0.015088,-2.6724,3.0877e-05,-0.04669,-2.2908e-05,-2.9902,0.00034507,4.0314,-42.001,0.46364,0.039257,3.2335,-0.19876,-2.6473,-0.14364,-0.044162,0.18903,-2.9352,0.053801
1010.5,60.73,0.0083,-0.43681,-0.00072688,0.6396,-0.03001,-2.1121,-0.00017031,-0.018323,0.00011031,-2.282,7.5869e-05,3.6768,0.0037451,0.2801,-0.00015263,3.8355,-0.015456,-2.82,3.9982e-05,0.0039099,-4.8788e-05,-3.0712,3.9392e-05,3.6331,-41.99,0.30761,0.031605,3.8011,-0.2293,-2.6871,-0.22374,0.013173,0.272,-2.9002,-0.0017585
1011.0,61.284,0.0080645,-0.44559,-0.0006692,-0.59369,-0.030717,-2.1268,-0.00014484,0.03318,8.844e-05,-2.2266,-7.2573e-05,3.4396,0.0038834,0.087581,-0.00020772,4.0784,-0.015855,-2.7839,3.367e-05,0.063421,-5.784e-05,-2.9453,-0.00027935,3.3841,-41.98,0.10998,0.021471,4.0661,-0.24454,-2.5416,-0.28535,0.0784,0.33278,-2.6598,-0.051187
1011.5,61.845,0.0077962,-0.40109,-0.00057148,-1.7589,-0.031422,-2.0196,-0.00012938,0.089126,7.506e-05,-2.0369,-0.00020976,3.3685,0.0039845,-0.12653,-0.00025853,3.9909,-0.016301,-2.5734,2.1053e-05,0.12706,-6.4397e-05,-2.6273,-0.00055897,3.3004,-41.972,-0.11105,0.009681,4.0039,-0.24248,-2.2315,-0.32179,0.14523,0.36382,-2.241,-0.085375
1012.0,62.367,0.0075325,-0.31317,-0.00043101,-2.7619,-0.032108,-1.7991,-0.00011605,0.14521,6.087e-05,-1.7255,-0.00031192,3.4652,0.0040414,-0.33413,-0.00029981,3.5781,-0.016807,-2.2065,1.1854e-05,0.18819,-8.1343e-05,-2.1419,-0.00075258,3.3851,-41.968,-0.3276,-0.0037389,3.6163,-0.22225,-1.7869,-0.32866,0.20618,0.36068,-1.6811,-0.097909
1012.5,62.81,0.007311,-0.19906,-0.0002475,-3.5244,-0.032759,-1.4736,-9.5782e-05,0.19656,3.6414e-05,-1.3056,-0.0003608,3.7183,0.0040509,-0.50298,-0.00032483,2.8718,-0.017371,-1.7065,1.2192e-05,0.2396,-0.00011444,-1.5192,-0.00082747,3.6281,-41.97,-0.50734,-0.019311,2.932,-0.18455,-1.2421,-0.30514,0.25417,0.32338,-1.0211,-0.086958
1013.0,63.143,0.0071619,-0.078406,-2.5538e-05,-3.9904,-0.033365,-1.0522,-6.1733e-05,0.23821,-4.1823e-06,-0.79055,-0.00034779,4.104,0.0040149,-0.60457,-0.00032658,1.9288,-0.017987,-1.099,2.2465e-05,0.2747,-0.00016017,-0.79231,-0.00077123,4.0068,-41.977,-0.6209,-0.037553,2.0049,-0.13186,-0.63091,-0.25475,0.28368,0.25692,-0.3018,-0.055861
1013.5,63.342,0.0071026,0.031855,0.000224,-4.1303,-0.03392,-0.54618,-1.1348e-05,0.26554,-6.1347e-05,-0.19647,-0.00027594,4.5889,0.0039395,-0.62172,-0.00029949,0.8263,-0.018641,-0.41196,3.7328e-05,0.2885,-0.00020718,0.0043225,-0.00059384,4.4883,-41.989,-0.64941,-0.058339,0.91036,-0.068369,0.014317,-0.18507,0.29152,0.17054,0.43892,-0.011909
1014.0,63.396,0.0071349,0.12138,0.00048388,-3.9431,-0.034423,0.02631,5.3697e-05,0.27483,-0.00013073,0.45407,-0.00015882,5.1318,0.003835,-0.55368,-0.00024093,-0.34387,-0.019317,0.32339,4.8034e-05,0.27836,-0.00024071,0.83326,-0.00032502,5.0318,-42.003,-0.58989,-0.080434,-0.26102,0.00029819,0.66293,-0.10631,0.27708,0.075985,1.1654,0.036219
1014.5,63.303,0.0072463,0.18787,0.00073218,-3.4546,-0.034875,0.63745,0.00012832,0.26404,-0.00020488,1.1289,-1.7158e-05,5.6875,0.0037145,-0.41695,-0.00015216,-1.4832,-0.019999,1.0704,4.5853e-05,0.24461,-0.0002483,1.6525,-7.8962e-06,5.5917,-42.015,-0.45669,-0.10139,-1.4106,0.067554,1.2841,-0.02906,0.24238,-0.015078,1.8426,0.081005
1015.0,63.074,0.0074143,0.23583,0.00094539,-2.7146,-0.03528,1.2482,0.00020484,0.23357,-0.00027479,1.7848,0.00012571,6.2104,0.0035925,-0.24137,-3.8523e-05,-2.4949,-0.020669,1.7857,2.5354e-05,0.19084,-0.00022439,2.4141,0.00030863,6.1216,-42.023,-0.27842,-0.1179,-2.4403,0.12647,1.8447,0.038174,0.19179,-0.093509,2.4344,0.11734
1015.5,62.729,0.0076122,0.27327,0.0011022,-1.7909,-0.035641,1.8099,0.00027348,0.18678,-0.00033071,2.3693,0.00024856,6.658,0.0034831,-0.0625,9.1277e-05,-3.293,-0.021316,2.4184,-1.3791e-05,0.12386,-0.00017246,3.0636,0.00057697,6.5782,-42.024,-0.090769,-0.12662,-3.2621,0.17067,2.3087,0.090816,0.13159,-0.15454,2.9021,0.14218
1016.0,62.295,0.0078138,0.30758,0.0011869,-0.76307,-0.035956,2.2681,0.00032319,0.12973,-0.00036276,2.8253,0.00033557,6.9945,0.0033983,0.087597,0.00022637,-3.811,-0.021933,2.9134,-6.6831e-05,0.052951,-0.00010379,3.5433,0.00075657,6.9246,-42.02,0.072566,-0.12512,-3.8065,0.19527,2.638,0.12881,0.069063,-0.1983,3.2065,0.15336
1016.5,61.806,0.0079976,0.3419,0.0011915,0.28492,-0.036222,2.5701,0.00034359,0.069991,-0.00036218,3.0985,0.0003774,7.194,0.0033472,0.18842,0.00035535,-4.0077,-0.022514,3.2156,-0.00012573,-0.011899,-3.3415e-05,3.7972,0.00081854,7.1338,-42.012,0.18831,-0.1127,-4.0294,0.19776,2.7962,0.15572,0.011233,-0.22882,3.3114,0.14878
1017.0,61.3,0.0081469,0.37341,0.0011162,1.2714,-0.036433,2.6726,0.00032691,0.014585,-0.00032271,3.1456,0.00037088,7.2422,0.0033351,0.23552,0.00046778,-3.872,-0.023061,3.2782,-0.00018168,-0.062522,2.5222e-05,3.7796,0.00074969,7.1906,-42.003,0.24887,-0.09078,-3.9166,0.17849,2.7544,0.17657,-0.036799,-0.25156,3.1897,0.12684
1017.5,60.814,0.0082507,0.39377,0.00096881,2.1232,-0.036583,2.5496,0.00027065,-0.032135,-0.00024275,2.9429,0.00031733,7.1377,0.0033643,0.24022,0.0005555,-3.4227,-0.023573,3.0717,-0.00022732,-0.095229,6.4649e-05,3.4646,0.00055556,7.0928,-41.995,0.26288,-0.06261,-3.4844,0.1407,2.4979,0.19516,-0.073272,-0.27039,2.831,0.087889
1018.0,60.385,0.0083022,0.39176,0.00076234,2.7806,-0.036671,2.1992,0.00017896,-0.069859,-0.00012651,2.4929,0.00022183,6.8916,0.0034342,0.22455,0.00061331,-2.7059,-0.02405,2.5925,-0.0002581,-0.11245,8.5246e-05,2.8552,0.00026168,6.8512,-41.99,0.25098,-0.032379,-2.7777,0.089755,2.0325,0.21178,-0.10027,-0.28514,2.2467,0.035878
1018.5,60.044,0.0082988,0.35713,0.00051345,3.2009,-0.036703,1.6461,6.2201e-05,-0.102,1.6141e-05,1.827,9.3809e-05,6.5266,0.0035415,0.21337,0.00063905,-1.7898,-0.02449,1.8692,-0.00027319,-0.12204,9.4009e-05,1.9885,-8.7765e-05,6.4879,-41.99,0.23818,-0.0040881,-1.8641,0.03178,1.3865,0.22218,-0.12277,-0.2908,1.473,-0.021182
1019.0,59.812,0.0082408,0.28454,0.00024032,3.3612,-0.036691,0.93978,-6.4909e-05,-0.13365,0.00017094,1.0025,-5.2169e-05,6.074,0.00368,0.22589,0.00063303,-0.75706,-0.024889,0.9607,-0.00027547,-0.13405,0.00010052,0.93389,-0.00043555,6.0347,-41.993,0.24523,0.019378,-0.82684,-0.027335,0.60996,0.2184,-0.14641,-0.27889,0.56831,-0.072799
1019.5,59.704,0.0081314,0.1763,-3.8838e-05,3.2591,-0.036654,0.14785,-0.00018618,-0.16866,0.00032122,0.095383,-0.00019618,5.5713,0.0038404,0.26939,0.00059703,0.3032,-0.025245,-0.049285,-0.00027052,-0.15617,0.00011214,-0.21444,-0.0007221,5.529,-41.998,0.28182,0.036693,0.24362,-0.082552,-0.23036,0.19123,-0.17477,-0.24047,-0.39177,-0.10929
1020.0,59.722,0.0079749,0.04316,-0.00030689,2.9118,-0.03661,-0.65293,-0.00028661,-0.2073,0.00044993,-0.80955,-0.00031559,5.0583,0.0040098,0.33686,0.00053324,1.3031,-0.025556,-1.0636,-0.00026531,-0.19,0.00013124,-1.3494,-0.00089858,5.0111,-42.001,0.34335,0.04798,1.2577,-0.12989,-1.0586,0.13361,-0.2074,-0.16967,-1.3233,-0.12502
1020.5,59.861,0.0077766,-0.097253,-0.0005486,2.3548,-0.036573,-1.387,-0.00035507,-0.24554,0.00054245,-1.6296,-0.00038928,4.5738,0.0041724,0.40913,0.00044359,2.1635,-0.025826,-1.9843,-0.00026609,-0.22984,0.00015539,-2.3643,-0.00093733,4.5203,-42.002,0.41235,0.054293,2.1343,-0.16649,-1.7991,0.043919,-0.23947,-0.066524,-2.1437,-0.11954
1021.0,60.104,0.0075416,-0.22395,-0.00075135,1.6377,-0.036549,-1.9893,-0.00038616,-0.27617,0.00058947,-2.2943,-0.00040271,4.1523,0.0043117,0.46077,0.00032989,2.8197,-0.026062,-2.7251,-0.00027653,-0.26466,0.00017976,-3.1664,-0.00083511,4.0917,-41.998,0.46386,0.056918,2.807,-0.1907,-2.3853,-0.071979,-0.26321,0.061453,-2.7813,-0.09615
1021.5,60.428,0.0072756,-0.3171,-0.0009057,0.82094,-0.036533,-2.413,-0.00038077,-0.29141,0.00058913,-2.7528,-0.00035142,3.8219,0.0044126,0.46776,0.00019481,3.2261,-0.026276,-3.2215,-0.0002962,-0.28226,0.0001995,-3.6872,-0.0006096,3.7536,-41.99,0.47316,0.056712,3.229,-0.20203,-2.7678,-0.20063,-0.27068,0.19944,-3.1839,-0.059237
1022.0,60.804,0.0069851,-0.36244,-0.0010058,-0.029605,-0.03651,-2.6337,-0.00034528,-0.28558,0.00054743,-2.9795,-0.00024205,3.6024,0.0044646,0.41485,4.3271e-05,3.3596,-0.026477,-3.438,-0.00032045,-0.27391,0.0002112,-3.89,-0.00029377,3.5263,-41.979,0.42341,0.053725,3.3759,-0.20098,-2.92,-0.32296,-0.25662,0.3274,-3.3243,-0.012512
1022.5,61.201,0.006679,-0.35438,-0.0010493,-0.84758,-0.036459,-2.6508,-0.00028967,-0.25701,0.00047628,-2.9744,-9.1147e-05,3.5042,0.0044643,0.30039,-0.00011649,3.2199,-0.026676,-3.3705,-0.00034153,-0.23757,0.000213,-3.7734,6.9111e-05,3.4206,-41.969,0.31113,0.047215,3.2471,-0.1887,-2.8408,-0.41812,-0.22041,0.42399,-3.2037,0.04087
1023.0,61.59,0.0063682,-0.29714,-0.0010377,-1.5713,-0.036362,-2.485,-0.00022423,-0.20835,0.00038946,-2.7615,7.8098e-05,3.5286,0.0044161,0.13745,-0.00027272,2.8288,-0.026878,-3.0461,-0.00035079,-0.17838,0.00020398,-3.37,0.00042933,3.4377,-41.962,0.14796,0.036051,2.8644,-0.16667,-2.5536,-0.46825,-0.16629,0.47146,-2.8497,0.096714
1023.5,61.943,0.0060652,-0.20347,-0.00097463,-2.1485,-0.036205,-2.1731,-0.00015691,-0.14551,0.00029842,-2.382,0.00023941,3.6677,0.0043309,-0.048948,-0.00041142,2.2277,-0.027086,-2.5169,-0.00034144,-0.10656,0.00018361,-2.7396,0.0007346,3.57,-41.959,-0.041691,0.019367,2.2693,-0.1365,-2.102,-0.46295,-0.10197,0.46007,-2.3121,0.1482
