Time,XGtranslationTotalmotion,YGtranslationTotalmotion,ZGtranslationTotalmotion,XLrotationTotalmotion,YLrotationTotalmotion,ZGrotationTotalmotion,XGtranslationTotalmotion.1,YGtranslationTotalmotion.1,ZGtranslationTotalmotion.1,XLrotationTotalmotion.1,YLrotationTotalmotion.1,ZGrotationTotalmotion.1,XGtranslationTotalmotion.2,YGtranslationTotalmotion.2,ZGtranslationTotalmotion.2,XLrotationTotalmotion.2,YLrotationTotalmotion.2,ZGrotationTotalmotion.2,XGtranslationTotalmotion.3,YGtranslationTotalmotion.3,ZGtranslationTotalmotion.3,XLrotationTotalmotion.3,YLrotationTotalmotion.3,ZGrotationTotalmotion.3,XGtranslationTotalmotion.4,YGtranslationTotalmotion.4,ZGtranslationTotalmotion.4,XLrotationTotalmotion.4,YLrotationTotalmotion.4,ZGrotationTotalmotion.4,XGtranslationTotalmotion.5,YGtranslationTotalmotion.5,ZGtranslationTotalmotion.5,XLrotationTotalmotion.5,YLrotationTotalmotion.5,ZGrotationTotalmotion.5
0.0,63.208,-0.0010388,-0.065165,-0.00015984,-0.021681,0.003528,0.086971,-0.00032462,0.091537,0.00014472,0.20808,0.00017054,5.6461,-0.00047081,-0.096103,3.5424e-05,0.6241,0.0010414,-0.19337,-0.00013377,0.098825,0.00013544,-0.081253,-0.0004053,5.6737,-42.007,-0.11303,0.0091478,0.49117,-0.040038,0.15141,-0.024247,0.10071,0.077325,0.33901,0.011528
0.5,63.283,-0.0010635,-0.085788,-0.00018618,-0.096572,0.0037325,0.0081433,-0.00035214,0.054236,0.00015889,0.083944,6.1994e-05,5.7184,-0.00049027,-0.10089,-9.2719e-07,0.47672,0.0010789,-0.24996,-0.00016049,0.060559,0.00015906,-0.17428,-0.00058989,5.7408,-42.009,-0.12473,0.0070927,0.3561,-0.029269,0.070304,-0.012334,0.063625,0.067313,0.21378,-0.026163
1.0,63.354,-0.0011162,-0.10276,-0.00022445,-0.16583,0.0039254,-0.046152,-0.00038225,0.015066,0.0001747,-0.017268,-5.6715e-05,5.8047,-0.0005203,-0.099243,-3.9914e-05,0.30642,0.0011285,-0.26344,-0.0001792,0.020214,0.00017239,-0.2241,-0.00067844,5.8165,-42.007,-0.1261,0.0070249,0.21305,-0.017057,-0.0017146,0.0014822,0.023983,0.055613,0.094954,-0.059194
1.5,63.417,-0.0011863,-0.10729,-0.00026943,-0.23117,0.0040968,-0.082055,-0.00041016,-0.024553,0.00018706,-0.10068,-0.00016603,5.8977,-0.00055611,-0.091702,-7.8393e-05,0.12963,0.0011899,-0.2438,-0.00018598,-0.020671,0.00017106,-0.24035,-0.00065637,5.8947,-42.003,-0.11708,0.0089833,0.075292,-0.0045373,-0.065486,0.01684,-0.01672,0.042555,-0.016988,-0.082387
2.0,63.472,-0.0012587,-0.092372,-0.00031121,-0.29397,0.0042411,-0.10752,-0.00042836,-0.063231,0.0001881,-0.17321,-0.00024786,5.9906,-0.00058957,-0.07908,-0.00011148,-0.039215,0.0012629,-0.20427,-0.00017756,-0.06062,0.00015195,-0.23598,-0.00052711,5.9702,-41.996,-0.098768,0.012255,-0.047385,0.0071163,-0.12326,0.033913,-0.056946,0.027836,-0.12295,-0.092121
2.5,63.517,-0.0013191,-0.054682,-0.00033843,-0.35428,0.0043592,-0.12905,-0.00042983,-0.099623,0.00017068,-0.24016,-0.00028862,6.0773,-0.00061241,-0.062361,-0.00013421,-0.18858,0.001347,-0.15773,-0.00015374,-0.098217,0.00011555,-0.22343,-0.00031168,6.0391,-41.991,-0.073276,0.015602,-0.14906,0.016875,-0.17661,0.052779,-0.09518,0.011221,-0.2231,-0.086887
3.0,63.551,-0.0013578,0.0041674,-0.00034151,-0.41013,0.0044574,-0.1496,-0.00041148,-0.13244,0.00013191,-0.3031,-0.00028157,6.1532,-0.00061946,-0.042714,-0.00014333,-0.31029,0.0014417,-0.11401,-0.00011914,-0.13211,6.7352e-05,-0.21189,-4.5232e-05,6.0992,-41.988,-0.043479,0.017651,-0.22739,0.024032,-0.225,0.072792,-0.12996,-0.0067706,-0.31534,-0.067529
3.5,63.572,-0.0013721,0.07756,-0.0003152,-0.45723,0.0045465,-0.16836,-0.00037547,-0.16049,7.4548e-05,-0.35971,-0.00022789,6.2153,-0.00061056,-0.021536,-0.00013842,-0.39952,0.001546,-0.078744,-8.2234e-05,-0.16106,1.6791e-05,-0.20607,0.00022868,6.1493,-41.989,-0.012675,0.01731,-0.28294,0.028311,-0.26542,0.092239,-0.15992,-0.024475,-0.39511,-0.037134
4.0,63.578,-0.001366,0.15491,-0.00025964,-0.48926,0.0046384,-0.18203,-0.00032818,-0.18269,5.8868e-06,-0.40522,-0.00013646,6.262,-0.00059042,-0.00042691,-0.00012195,-0.4546,0.0016586,-0.053596,-5.272e-05,-0.18396,-2.5599e-05,-0.20661,0.00046535,6.1893,-41.994,0.015862,0.014107,-0.31821,0.029886,-0.29327,0.10848,-0.18382,-0.039205,-0.45629,-0.00056327
4.5,63.57,-0.0013479,0.22368,-0.00017996,-0.4986,0.0047439,-0.18702,-0.00027736,-0.1981,-6.5216e-05,-0.43476,-2.2214e-05,6.293,-0.00056676,0.019005,-9.8357e-05,-0.47658,0.0017782,-0.03764,-3.7848e-05,-0.19993,-5.1968e-05,-0.21149,0.00062627,6.2197,-42.001,0.039413,0.0083294,-0.33668,0.029307,-0.30395,0.11859,-0.20062,-0.047913,-0.49304,0.036302
5.0,63.545,-0.0013275,0.27184,-8.5029e-05,-0.47755,0.0048691,-0.18147,-0.00022957,-0.20603,-0.00013116,-0.44562,9.6456e-05,6.3088,-0.00054756,0.035505,-7.2517e-05,-0.46875,0.0019026,-0.029055,-3.9268e-05,-0.2083,-6.037e-05,-0.21797,0.00068537,6.2411,-42.009,0.056349,0.00094559,-0.34201,0.02737,-0.29472,0.12032,-0.20956,-0.048219,-0.50173,0.067502
5.5,63.504,-0.0013142,0.29045,1.4427e-05,-0.41982,0.0050154,-0.16648,-0.00018877,-0.20608,-0.00018713,-0.43846,0.00020062,6.3106,-0.00053877,0.048591,-4.8477e-05,-0.43603,0.0020288,-0.026651,-5.2714e-05,-0.20865,-5.5186e-05,-0.22415,0.00063321,6.2536,-42.016,0.066542,-0.006663,-0.33739,0.024931,-0.26612,0.11301,-0.21019,-0.03943,-0.48247,0.087971
6.0,63.447,-0.0013148,0.27559,0.00010766,-0.32205,0.0051787,-0.14615,-0.00015692,-0.19813,-0.00023061,-0.41741,0.00027375,6.2996,-0.00054317,0.058853,-2.8736e-05,-0.38435,0.0021529,-0.030838,-6.9736e-05,-0.20088,-4.5252e-05,-0.23005,0.0004785,6.2574,-42.019,0.071499,-0.013071,-0.32518,0.022723,-0.22262,0.098154,-0.20243,-0.023104,-0.43978,0.094371
6.5,63.376,-0.0013326,0.22929,0.00018564,-0.18508,0.0053518,-0.12658,-0.00013556,-0.18235,-0.00025975,-0.38902,0.00030412,6.2773,-0.00056056,0.06794,-1.4283e-05,-0.31998,0.0022697,-0.043796,-8.1249e-05,-0.18515,-4.0064e-05,-0.23782,0.00024663,6.2522,-42.019,0.074079,-0.017168,-0.30672,0.02118,-0.1723,0.079183,-0.18654,-0.002893,-0.3822,0.085633
7.0,63.297,-0.0013673,0.15919,0.00024243,-0.014678,0.0055266,-0.11419,-0.00012701,-0.15921,-0.00027202,-0.36039,0.00028666,6.2451,-0.00058881,0.078143,-5.058e-06,-0.24885,0.0023747,-0.068749,-8.1198e-05,-0.16193,-4.5857e-05,-0.25092,-2.452e-05,6.2375,-42.015,0.077791,-0.018411,-0.28229,0.020336,-0.12544,0.060657,-0.16306,0.016387,-0.32088,0.063141
7.5,63.214,-0.0014141,0.076979,0.00027629,0.1783,0.0056967,-0.11375,-0.00013436,-0.12944,-0.00026423,-0.33717,0.00022376,6.2045,-0.00062485,0.09161,-4.2531e-07,-0.17593,0.0024641,-0.10848,-6.8869e-05,-0.13194,-6.32e-05,-0.2726,-0.00029087,6.213,-42.009,0.085773,-0.016919,-0.25118,0.019814,-0.0924,0.04694,-0.13278,0.030176,-0.26721,0.030505
8.0,63.134,-0.0014646,-0.0041176,0.00028992,0.37867,0.0058588,-0.12659,-0.00015959,-0.094019,-0.00023448,-0.32162,0.00012503,6.1574,-0.00066527,0.10938,6.5835e-07,-0.10471,0.0025374,-0.16336,-4.8807e-05,-0.096198,-8.7174e-05,-0.30383,-0.00050939,6.1789,-42.003,0.099691,-0.013395,-0.21191,0.018935,-0.080901,0.040861,-0.096714,0.035596,-0.23005,-0.0070052
8.5,63.066,-0.0015074,-0.072171,0.00028977,0.56831,0.006013,-0.1494,-0.0002009,-0.054127,-0.00018498,-0.31134,5.9809e-06,6.106,-0.00070617,0.13053,-2.2616e-07,-0.036948,0.0025974,-0.22943,-2.8783e-05,-0.055917,-0.00010967,-0.34127,-0.00064503,6.136,-41.998,0.11887,-0.0089154,-0.16255,0.0169,-0.093499,0.042823,-0.05609,0.032375,-0.21298,-0.043326
9.0,63.018,-0.0015311,-0.11909,0.00028421,0.72816,0.0061621,-0.17401,-0.0002511,-0.01115,-0.00012378,-0.29903,-0.00011426,6.0527,-0.0007431,0.15181,-8.0781e-07,0.02727,0.0026506,-0.29727,-1.6727e-05,-0.01248,-0.00012265,-0.37606,-0.00067632,6.086,-41.996,0.13997,-0.0046336,-0.10119,0.013022,-0.12595,0.050711,-0.012337,0.022883,-0.21264,-0.072596
9.5,62.996,-0.0015269,-0.14217,0.0002808,0.84047,0.0063095,-0.18854,-0.00029837,0.033376,-6.3923e-05,-0.27371,-0.00021603,6.0002,-0.00077122,0.16786,1.7014e-06,0.089221,0.0027064,-0.35253,-1.8084e-05,0.032614,-0.00012081,-0.39443,-0.00059859,6.0314,-41.996,0.15735,-0.0014944,-0.026522,0.0069232,-0.1672,0.060648,0.032965,0.011278,-0.21867,-0.090132
10.0,63.005,-0.0014923,-0.14437,0.00028361,0.89109,0.0064577,-0.18008,-0.00032986,0.07779,-1.9485e-05,-0.22348,-0.00028258,5.9514,-0.00078634,0.17227,9.963e-06,0.15087,0.0027753,-0.37857,-3.4393e-05,0.077774,-0.00010284,-0.38044,-0.00042463,5.9753,-42.0,0.16419,-1.194e-05,0.06151,-0.0013362,-0.20148,0.068359,0.078142,0.0020499,-0.21591,-0.093173
10.5,63.049,-0.0014325,-0.13307,0.0002914,0.87128,0.0066074,-0.13842,-0.00033692,0.12033,2.9393e-08,-0.13934,-0.00030312,5.9088,-0.00078615,0.15907,2.5582e-05,0.21403,0.0028661,-0.36082,-6.3018e-05,0.12129,-7.1331e-05,-0.3205,-0.0001827,5.9217,-42.005,0.15413,-0.00017547,0.16112,-0.011233,-0.21213,0.070656,0.12147,-0.0015101,-0.18841,-0.081279
11.0,63.127,-0.0013601,-0.11779,0.00029743,0.77899,0.006758,-0.059776,-0.00031938,0.15917,-5.6482e-06,-0.019154,-0.00027477,5.875,-0.00077138,0.12449,4.8305e-05,0.27943,0.0029848,-0.29159,-9.783e-05,0.16133,-3.2076e-05,-0.20843,8.8015e-05,5.8747,-42.009,0.123,-0.0014984,0.26824,-0.021845,-0.18633,0.066519,0.16122,0.0016068,-0.12447,-0.056352
11.5,63.235,-0.0012917,-0.10751,0.00029142,0.61929,0.006908,0.050603,-0.00028639,0.19254,-2.6691e-05,0.12984,-0.00020282,5.8522,-0.00074595,0.068395,7.5743e-05,0.34593,0.0031325,-0.17372,-0.00013103,0.19596,7.3801e-06,-0.04914,0.00034352,5.8383,-42.013,0.070342,-0.0031932,0.37636,-0.031995,-0.1193,0.057399,0.19562,0.0098466,-0.020861,-0.022325
12.0,63.367,-0.0012433,-0.10803,0.00026291,0.40392,0.0070561,0.17831,-0.00025362,0.21893,-4.6342e-05,0.29093,-9.9429e-05,5.8425,-0.00071599,-0.0049866,0.00010387,0.41003,0.0033058,-0.021528,-0.0001549,0.2234,3.8995e-05,0.14054,0.0005422,5.8166,-42.013,9.0375e-05,-0.004419,0.47676,-0.040442,-0.01638,0.046641,0.22305,0.019681,0.11508,0.015404
12.5,63.518,-0.0012247,-0.12049,0.00020501,0.15004,0.0072019,0.3026,-0.00023761,0.23726,-4.7272e-05,0.44105,1.8794e-05,5.8478,-0.00068787,-0.0873,0.0001281,0.46578,0.0034974,0.14175,-0.00016337,0.24228,5.5578e-05,0.33465,0.00065162,5.813,-42.011,-0.079683,-0.0045307,0.55911,-0.046098,0.10789,0.038266,0.24214,0.026846,0.26654,0.050752
13.0,63.677,-0.0012366,-0.14097,0.0001173,-0.1215,0.0073457,0.40173,-0.00024918,0.24696,-1.8634e-05,0.55645,0.00013332,5.8701,-0.00066618,-0.16737,0.00014457,0.5053,0.0036975,0.28956,-0.00015324,0.25186,5.2448e-05,0.5041,0.00065385,5.8306,-42.006,-0.15806,-0.0032625,0.61255,-0.0482,0.23368,0.035527,0.25202,0.027821,0.41143,0.077902
13.5,63.836,-0.0012701,-0.16165,6.7264e-06,-0.38837,0.0074876,0.45947,-0.00028913,0.24786,3.9457e-05,0.61963,0.00022629,5.911,-0.0006524,-0.23331,0.00015102,0.51972,0.0038954,0.39919,-0.00012549,0.25198,2.9416e-05,0.62433,0.00054838,5.8713,-42.0,-0.22337,-0.00079696,0.62698,-0.046414,0.3416,0.039757,0.25232,0.021069,0.52855,0.092289
14.0,63.985,-0.0013098,-0.17292,-0.00011372,-0.62887,0.0076267,0.47055,-0.00034754,0.24,0.00011561,0.62498,0.00028286,5.9716,-0.00064498,-0.27491,0.000147,0.50063,0.0040808,0.45825,-8.5506e-05,0.24287,-8.1633e-06,0.68208,0.00035219,5.9363,-41.995,-0.26554,0.0022952,0.59454,-0.040855,0.41851,0.049834,0.24315,0.0076694,0.60365,0.09144
14.5,64.117,-0.0013385,-0.16599,-0.00022808,-0.82395,0.0077608,0.44297,-0.0004072,0.22352,0.00019114,0.58125,0.00029353,6.0522,-0.00064049,-0.28588,0.00013354,0.44162,0.0042458,0.46827,-4.2885e-05,0.22486,-4.9517e-05,0.67914,9.7098e-05,6.0249,-41.992,-0.27827,0.005224,0.51107,-0.032009,0.46129,0.062417,0.22488,-0.0088738,0.63344,0.075474
15.0,64.222,-0.0013429,-0.1353,-0.00032123,-0.95871,0.0078862,0.39605,-0.00044973,0.1987,0.00024661,0.50931,0.00025594,6.1515,-0.00063556,-0.26524,0.00011227,0.33983,0.0043863,0.44403,-1.0344e-05,0.19838,-8.0259e-05,0.63155,-0.00017511,6.135,-41.992,-0.26043,0.0072076,0.37726,-0.020611,0.47732,0.072859,0.19808,-0.023577,0.62602,0.047123
15.5,64.294,-0.0013173,-0.080153,-0.00038228,-1.0235,0.0079997,0.35436,-0.00046116,0.16618,0.00026774,0.43577,0.00017551,6.2668,-0.00062833,-0.21762,8.486e-05,0.19707,0.0045035,0.40866,-5.5295e-07,0.16411,-8.6398e-05,0.56437,-0.00041959,6.2621,-41.995,-0.21627,0.0076918,0.19931,-0.0075021,0.48133,0.076543,0.16358,-0.031446,0.59752,0.011251
16.0,64.328,-0.0012646,-0.0051248,-0.0004066,-1.0144,0.0080995,0.33969,-0.00043569,0.12703,0.00024899,0.38443,6.4754e-05,6.3934,-0.00061896,-0.15222,5.2666e-05,0.020437,0.0046037,0.38598,-2.2171e-05,0.1231,-5.8936e-05,0.50352,-0.00059591,6.4003,-42.0,-0.15451,0.0065013,-0.01109,0.0064664,0.48963,0.070308,0.12252,-0.029041,0.56602,-0.026023
16.5,64.322,-0.0011955,0.080778,-0.00039624,-0.93309,0.0081871,0.36336,-0.00037632,0.082716,0.00019402,0.36825,-5.861e-05,6.5249,-0.00060903,-0.080841,1.6951e-05,-0.17789,0.004697,0.39247,-7.5808e-05,0.076896,2.1053e-06,0.46738,-0.00067509,6.5417,-42.006,-0.086318,0.0038831,-0.23752,0.020482,0.51368,0.053592,0.076415,-0.015708,0.54476,-0.05843
17.0,64.274,-0.0011247,0.16594,-0.00035866,-0.78663,0.0082672,0.42176,-0.00029275,0.034985,0.00011342,0.38466,-0.00017446,6.6535,-0.00060034,-0.015181,-2.0689e-05,-0.3816,0.0047945,0.43157,-0.00015145,0.027376,8.5664e-05,0.46078,-0.00064471,6.6773,-42.01,-0.022846,0.00043376,-0.46031,0.033788,0.55509,0.028965,0.027099,0.0058981,0.53684,-0.080654
17.5,64.188,-0.001067,0.23847,-0.0003045,-0.5864,0.0083461,0.49634,-0.00019775,-0.014198,2.1142e-05,0.41564,-0.00026363,6.7706,-0.00059388,0.03573,-5.805e-05,-0.57192,0.0049053,0.49177,-0.0002301,-0.023321,0.00017158,0.47312,-0.00051079,6.7978,-42.013,0.027296,-0.0030603,-0.65861,0.045671,0.60375,0.0018313,-0.023319,0.030171,0.53333,-0.089223
18.0,64.069,-0.0010339,0.28856,-0.00024487,-0.34719,0.00843,0.55826,-0.00010429,-0.062702,-6.8487e-05,0.43266,-0.00031116,6.8677,-0.00058956,0.067477,-9.2419e-05,-0.72973,0.0050339,0.54921,-0.00028856,-0.072904,0.0002356,0.4811,-0.00029667,6.8945,-42.014,0.059839,-0.005815,-0.81277,0.055448,0.63968,-0.020697,-0.072565,0.049756,0.51525,-0.083024
18.5,63.925,-0.0010306,0.31015,-0.00018891,-0.086045,0.0085224,0.57616,-2.3779e-05,-0.10835,-0.00014282,0.40488,-0.00030882,6.9372,-0.00058678,0.081032,-0.00012115,-0.83785,0.0051786,0.5738,-0.00030715,-0.11905,0.00025691,0.45524,-3.8466e-05,6.96,-42.012,0.075566,-0.007221,-0.90661,0.062469,0.63808,-0.031625,-0.11837,0.057421,0.45883,-0.063358
19.0,63.766,-0.0010555,0.30178,-0.00014197,0.1789,0.0086225,0.52471,3.4823e-05,-0.14921,-0.00019211,0.30803,-0.00025661,6.9732,-0.00058536,0.082145,-0.00014239,-0.8832,0.0053323,0.53719,-0.00027672,-0.15966,0.00022541,0.36815,0.00022145,6.9894,-42.009,0.079719,-0.0069579,-0.92944,0.066145,0.57597,-0.026154,-0.15873,0.04819,0.34255,-0.033552
19.5,63.605,-0.0011,0.26641,-0.00010475,0.42954,0.0087263,0.39141,6.6051e-05,-0.18382,-0.00021083,0.13143,-0.00016297,6.9724,-0.00058605,0.079491,-0.00015563,-0.85843,0.0054843,0.42035,-0.00020226,-0.19314,0.00014575,0.20243,0.00044143,6.9802,-42.006,0.080246,-0.0050339,-0.87728,0.066016,0.43872,-0.0034509,-0.19216,0.021169,0.15376,0.0017158
20.0,63.454,-0.001151,0.21035,-7.3445e-05,0.64891,0.0088275,0.18015,6.9197e-05,-0.21134,-0.00019881,-0.11845,-4.3442e-05,6.9342,-0.00059035,0.082028,-0.00016164,-0.76292,0.0056231,0.21913,-0.00010172,-0.21861,3.677e-05,-0.043673,0.0005869,6.9332,-42.003,0.085339,-0.0017587,-0.75337,0.061847,0.2248,0.032514,-0.21783,-0.01953,-0.10651,0.037154
20.5,63.325,-0.0011927,0.14168,-4.0932e-05,0.82228,0.0089214,-0.089014,4.9476e-05,-0.23124,-0.00016215,-0.41853,8.1949e-05,6.8611,-0.00059946,0.096252,-0.00016181,-0.60296,0.0057398,-0.053415,-3.6617e-07,-0.23578,-7.3917e-05,-0.35412,0.00063502,6.8522,-42.003,0.10089,0.0023353,-0.56784,0.053726,-0.052278,0.073407,-0.23537,-0.065191,-0.42174,0.067479
21.0,63.228,-0.0012105,0.068584,1.1444e-06,0.93811,0.0090063,-0.38342,1.8399e-05,-0.24295,-0.00011309,-0.733,0.00019251,6.7584,-0.0006132,0.12409,-0.00015722,-0.39109,0.0058304,-0.36831,7.6966e-05,-0.2445,-0.00015824,-0.69661,0.00057777,6.7435,-42.004,0.12858,0.0065953,-0.33651,0.042132,-0.36504,0.10831,-0.24446,-0.10431,-0.76133,0.08794
21.5,63.169,-0.0011932,-0.0020465,5.9703e-05,0.98905,0.009085,-0.66376,-8.1913e-06,-0.24553,-6.7829e-05,-1.0198,0.0002709,6.6337,-0.0006293,0.16202,-0.00014788,-0.14484,0.0058974,-0.68536,0.00011334,-0.2443,-0.0001963,-1.0278,0.00042348,6.6153,-42.006,0.16505,0.010353,-0.079217,0.027945,-0.67614,0.12642,-0.2445,-0.12545,-1.0851,0.094888
22.0,63.154,-0.0011366,-0.065382,0.00013759,0.97257,0.0091636,-0.89119,-1.44e-05,-0.23777,-4.2205e-05,-1.2381,0.00030619,6.4963,-0.00064384,0.20165,-0.00013263,0.11519,0.0059488,-0.96033,0.00010413,-0.23423,-0.00018217,-1.3008,0.00019627,6.4774,-42.009,0.20252,0.013016,0.18234,0.012384,-0.94454,0.11996,-0.23445,-0.12041,-1.3496,0.086502
22.5,63.183,-0.0010441,-0.11879,0.0002317,0.8913,0.0092493,-1.0344,1.0157e-05,-0.21871,-4.6318e-05,-1.3559,0.00029479,6.3563,-0.00065257,0.23178,-0.00010979,0.36738,0.0059962,-1.1532,5.7435e-05,-0.21325,-0.00012515,-1.4743,-6.7048e-05,6.3399,-42.011,0.23059,0.014139,0.4268,-0.003118,-1.1327,0.086494,-0.21332,-0.086793,-1.5164,0.063523
23.0,63.254,-0.0009267,-0.16134,0.00033249,0.75284,0.0093467,-1.0754,6.5354e-05,-0.18828,-7.9759e-05,-1.3558,0.0002394,6.2241,-0.00065253,0.2412,-7.8203e-05,0.59127,0.006051,-1.236,-8.7491e-06,-0.181,-4.6439e-05,-1.5202,-0.00032271,6.2128,-42.013,0.23887,0.013464,0.63514,-0.017093,-1.2135,0.030042,-0.18086,-0.029264,-1.5583,0.029627
23.5,63.36,-0.00080093,-0.19301,0.00042534,0.56902,0.0094563,-1.0126,0.00013902,-0.14779,-0.00013017,-1.2383,0.00014765,6.1095,-0.00064318,0.2217,-3.8259e-05,0.76938,0.0061221,-1.1983,-7.2013e-05,-0.13855,2.7796999999999998e-05,-1.43,-0.00052752,6.1051,-42.013,0.21972,0.010948,0.7924,-0.028245,-1.1756,-0.039561,-0.13817,0.041203,-1.4658,-0.0089606
24.0,63.494,-0.00068509,-0.2138,0.00049346,0.35456,0.0095729,-0.86032,0.00021001,-0.099817,-0.00017636,-1.0212,3.1361e-05,6.0208,-0.00062652,0.17047,7.7109e-06,0.88863,0.006214,-1.049,-0.00011204,-0.088555,7.4699e-05,-1.2158,-0.0006468,6.0242,-42.011,0.17044,0.0067563,0.8887,-0.035638,-1.0252,-0.10896,-0.087926,0.10998,-1.2482,-0.044756
24.5,63.647,-0.00059499,-0.22317,0.00052184,0.12552,0.0096876,-0.64565,0.0002552,-0.047667,-0.00019521,-0.73549,-9.3476e-05,5.965,-0.00060599,0.091176,5.5821e-05,0.94123,0.0063261,-0.81378,-0.00011585,-0.034773,8.114e-05,-0.90751,-0.00066055,5.9759,-42.009,0.094234,0.0012535,0.91965,-0.03882,-0.78449,-0.16456,-0.033825,0.16252,-0.93213,-0.070832
25.0,63.808,-0.00053993,-0.21986,0.00050114,-0.10248,0.0097903,-0.40166,0.00025762,0.0053941,-0.00016992,-0.41868,-0.00020766,5.9468,-0.00058477,-0.0065231,0.00010165,0.92487,0.0064541,-0.52856,-8.0766e-05,0.018912,4.6499e-05,-0.54618,-0.00056676,5.9638,-42.006,-6.4171e-05,-0.0050419,0.88612,-0.037852,-0.48691,-0.19587,0.020216,0.18801,-0.55595,-0.082476
25.5,63.969,-0.00052018,-0.2023,0.00043044,-0.31573,0.0098727,-0.16038,0.00021295,0.056669,-9.6537e-05,-0.1069,-0.00029156,5.9686,-0.00056423,-0.10883,0.00014135,0.84254,0.0065914,-0.23162,-1.4684e-05,0.069323,-1.819e-05,-0.17484,-0.00038145,5.9895,-42.004,-0.099713,-0.011511,0.79354,-0.033245,-0.16991,-0.19785,0.070896,0.18175,-0.16202,-0.078119
26.0,64.121,-0.00052698,-0.16934,0.00031781,-0.50337,0.0099312,0.054064,0.00013187,0.10416,1.3475e-05,0.17228,-0.00032939,6.0302,-0.00054338,-0.20064,0.00017239,0.70184,0.0067302,0.044607,6.5969e-05,0.11435,-9.3855e-05,0.16986,-0.00013553,6.0523,-42.002,-0.19059,-0.017504,0.65092,-0.025825,0.13226,-0.17189,0.11595,0.14594,0.21111,-0.05931
26.5,64.257,-0.00054504,-0.1211,0.00017869,-0.65784,0.0099665,0.22978,3.7711e-05,0.14639,0.00013559,0.40445,-0.00031343,6.1286,-0.00051946,-0.2687,0.00019368,0.51421,0.0068628,0.27943,0.00014059,0.15279,-0.00015861,0.46401,0.00013081,6.149,-42.001,-0.26001,-0.022415,0.46975,-0.016551,0.39464,-0.1251,0.15411,0.088713,0.53507,-0.029958
27.0,64.37,-0.00055706,-0.059718,3.2278e-05,-0.77462,0.0099826,0.36785,-4.0998e-05,0.18209,0.00023973,0.58911,-0.00024635,6.2582,-0.00048953,-0.30414,0.00020512,0.29395,0.0069824,0.46621,0.00018932,0.18394,-0.00019284,0.69878,0.0003749,6.2746,-42.001,-0.29917,-0.025757,0.26308,-0.0063556,0.60464,-0.068291,0.18472,0.021862,0.79495,0.0047372
27.5,64.456,-0.00054895,0.010427,-0.00010287,-0.85159,0.0099841,0.4792,-7.9604e-05,0.21012,0.00029983,0.73632,-0.00014057,6.4107,-0.00045216,-0.30402,0.00020699,0.05721,0.0070846,0.61058,0.00019809,0.20724,-0.00018376,0.8786,0.00055828,6.4218,-42.002,-0.30461,-0.027223,0.044672,0.0039875,0.7617,-0.013341,0.20743,-0.041977,0.9888,0.039263
28.0,64.511,-0.00051427,0.082994,-0.00021305,-0.88813,0.009974,0.57865,-6.5285e-05,0.22944,0.00030236,0.86051,-1.5187e-05,6.5762,-0.00040854,-0.2715,0.00019942,-0.17908,0.0071687,0.72549,0.00016229,0.22219,-0.00012857,1.0159,0.00065234,6.5815,-42.003,-0.27848,-0.02673,-0.17168,0.013927,0.87377,0.029505,0.22196,-0.09206,1.1239,0.068514
28.5,64.532,-0.00045662,0.15055,-0.0002921,-0.88425,0.009953,0.67823,-9.573e-07,0.23933,0.00025049,0.97344,0.0001084,6.7431,-0.00036234,-0.2146,0.00018235,-0.39834,0.0072376,0.82469,8.857e-05,0.22846,-3.5829e-05,1.1242,0.00064216,6.7436,-42.005,-0.22756,-0.024423,-0.37275,0.023137,0.95217,0.053596,0.22813,-0.12154,1.2116,0.088269
29.0,64.516,-0.00038914,0.2058,-0.00034205,-0.84002,0.0099205,0.78198,9.59e-05,0.23955,0.00016277,1.0789,0.00021074,6.8998,-0.00031869,-0.14409,0.00015575,-0.58555,0.0072978,0.91691,-6.6036e-06,0.22601,7.6036e-05,1.2122,0.00052854,6.8974,-42.007,-0.1614,-0.020634,-0.54651,0.031462,1.0064,0.056853,0.22599,-0.12842,1.2614,0.095557
29.5,64.464,-0.00033081,0.24282,-0.00037123,-0.75531,0.0098764,0.88366,0.00019915,0.23044,6.6745e-05,1.1702,0.00027743,7.0356,-0.00028258,-0.070926,0.00012004,-0.72838,0.0073567,1.0022,-0.0001006,0.21529,0.00018266,1.28,0.00032782,7.0326,-42.008,-0.089985,-0.015815,-0.68284,0.038824,1.0408,0.041656,0.21588,-0.1154,1.2782,0.08897
30.0,64.376,-0.00030048,0.25813,-0.00039051,-0.63002,0.0098238,0.96802,0.00028232,0.21295,-9.8701e-06,1.2321,0.00030053,7.1415,-0.00025758,-0.0040437,7.6389e-05,-0.81823,0.0074208,1.0712,-0.00017002,0.19723,0.00025962,1.3186,6.9688e-05,7.1405,-42.009,-0.021746,-0.010437,-0.77413,0.045116,1.053,0.013839,0.19855,-0.088782,1.2603,0.068927
