size, 1000
segments, 50
dt, 0.5
9.188,13.044,12.674,8.001,1.081,-5.033,-7.999,-7.413,-4.856,-2.742,-2.719,-4.604,-6.526,-6.174,-2.383,3.952,10.219,13.507,12.254,7.142,0.689,-4.203,-5.879,-4.750,-2.830,-2.312,-4.073,-7.056,-8.914,-7.526,-2.441,4.658,10.778,13.252,11.222,6.067,0.538,-2.870,-3.318,-1.959,-1.019,-2.234,-5.613,-9.327,-10.790,-8.298,-2.184,5.209,10.760,12.285,9.695,9.226,10.990,8.826,2.916,-4.503,-10.307,-12.198,-9.928,-5.322,-1.092,0.808,0.288,-0.977,-0.773,2.086,6.841,11.111,12.271,9.070,2.471,-4.791,-9.698,-10.592,-7.998,-4.142,-1.498,-1.251,-2.635,-3.535,-1.969,2.489,8.245,12.502,12.864,8.778,1.921,-4.709,-8.457,-8.435,-5.864,-3.146,-2.274,-3.561,-5.479,-5.706,-2.714,3.091,9.409,13.277,12.754,8.047,5.621,6.049,3.266,-2.457,-8.910,-13.109,-12.988,-8.593,-2.054,3.634,6.307,5.763,3.680,2.391,3.298,5.926,8.200,7.788,3.663,-3.075,-9.672,-13.206,-12.219,-7.508,-1.606,2.717,4.031,2.949,1.540,1.862,4.520,8.183,10.355,8.943,3.652,-3.667,-9.949,-12.589,-10.860,-6.230,-1.401,1.330,1.379,0.080,-0.333,1.694,5.894,10.201,11.944,9.488,3.322,0.104,0.595,-1.334,-5.537,-10.022,-12.092,-9.991,-4.049,3.377,9.166,11.137,9.191,5.209,1.799,0.671,1.645,2.886,2.211,-1.368,-6.831,-11.608,-13.041,-9.978,-3.515,3.560,8.306,9.234,7.011,3.873,2.126,2.678,4.502,5.368,3.374,-1.693,-8.011,-12.663,-13.280,-9.428,-2.882,3.378,6.846,6.833,4.682,2.748,2.808,4.880,7.205,7.401,4.057,-2.210,-4.674,-2.751,-2.764,-4.843,-7.305,-7.746,-4.646,1.520,8.363,12.845,12.977,8.924,2.874,-2.265,-4.533,-3.945,-2.279,-1.781,-3.607,-6.993,-9.669,-9.283,-4.945,2.063,8.874,12.586,11.859,7.600,2.341,-1.303,-2.153,-1.030,-0.063,-1.169,-4.688,-9.025,-11.549,-10.198,-4.826,2.573,8.895,11.625,10.181,6.114,2.057,0.093,0.535,1.861,1.831,-0.930,-5.891,-6.417,-2.383,-0.337,-0.709,-2.064,-2.158,0.479,5.439,10.508,12.905,10.942,5.091,-2.202,-7.849,-9.814,-8.158,-4.813,-2.268,-1.978,-3.483,-4.787,-3.738,0.460,6.545,11.782,13.499,10.644,4.434,-2.317,-6.779,-7.652,-5.755,-3.328,-2.502,-3.895,-6.221,-7.140,-4.825,0.734,7.512,12.498,13.370,9.815,3.688,-2.075,-5.147,-5.053,-3.265,-2.089,-3.077,-5.953,-4.287,1.524,4.781,4.878,3.182,1.987,2.922,5.825,8.781,9.316,6.012,-0.467,-7.581,-12.269,-12.635,-8.969,-3.498,0.982,2.737,2.013,0.692,0.932,3.642,7.778,10.888,10.607,6.173,-0.967,-7.866,-11.670,-11.177,-7.403,-2.860,0.016,0.306,-0.946,-1.556,0.259,4.580,9.564,12.458,11.243,5.909,-1.429,-7.663,-10.394,-9.199,-5.709,-2.477,-1.352,-2.365,0.691,7.092,10.131,9.235,5.914,2.697,1.508,2.492,4.012,3.802,0.553,-5.079,-10.678,-13.402,-11.639,-5.990,1.033,6.408,8.272,6.854,4.137,2.481,3.071,5.170,6.620,5.299,0.595,-6.008,-11.637,-13.627,-11.034,-5.181,1.118,5.173,5.895,4.265,2.521,2.611,4.866,7.742,8.792,6.265,0.341,-6.780,-12.021,-13.127,-9.912,-4.297,0.855,3.416,3.148,6.126,11.646,13.143,10.267,4.818,-0.368,-3.082,-2.958,-1.508,-0.986,-2.810,-6.530,-10.005,-10.704,-7.307,-0.651,6.604,11.404,11.968,8.714,3.892,0.166,-0.978,-0.026,1.031,0.126,-3.411,-8.266,-11.821,-11.708,-7.292,-0.158,6.694,10.493,10.188,6.908,3.132,1.101,1.453,2.922,3.263,0.829,-4.213,-9.793,-13.056,-12.033,-6.848,0.292,6.304,8.936,7.938,9.408,12.998,12.369,7.480,0.422,-5.737,-8.644,-7.907,-5.126,-2.750,-2.463,-4.122,-5.886,-5.471,-1.718,4.482,10.538,13.568,12.049,6.700,0.075,-4.901,-6.560,-5.314,-3.196,-2.427,-3.920,-6.658,-8.328,-6.837,-1.749,5.253,11.189,13.420,11.123,5.714,-0.017,-3.546,-4.018,-2.581,-1.473,-2.454,-5.567,-9.021,-10.270,-7.638,-1.480,5.854,11.254,12.556,9.703,8.958,10.498,8.181,2.212,-5.163,-10.829,-12.505,-9.977,-5.105,-0.640,1.428,0.988,-0.300,-0.217,2.441,6.944,10.945,11.862,8.476,1.779,-5.481,-10.286,-10.993,-8.153,-4.029,-1.134,-0.688,-1.955,-2.836,-1.353,2.932,8.453,12.443,12.547,8.249,1.257,-5.412,-9.097,-8.920,-6.122,-3.141,-2.006,-3.069,-4.835,-5.003,-2.053,3.613,9.716,13.326,12.537,7.595,4.994,5.348,2.592,-3.006,-9.254,-13.198,-12.810,-8.173,-1.454,4.328,6.994,6.344,4.070,2.533,3.173,5.551,7.630,7.104,2.966,-3.684,-10.105,-13.401,-12.147,-7.179,-1.068,3.385,4.733,3.583,2.015,2.109,4.502,7.904,9.854,8.294,2.948,-4.323,-10.462,-12.885,-10.896,-6.001,-0.939,1.957,2.080,0.754,0.216,2.038,5.984,10.023,11.524,8.887,2.628,-0.581,0.022,-1.714,-5.667,-9.884,-11.706,-9.413,-3.363,4.072,9.769,11.560,9.374,5.124,1.459,0.125,0.973,2.185,1.582,-1.833,-7.065,-11.577,-12.750,-9.468,-2.860,4.264,8.958,9.739,7.295,3.896,1.885,2.207,3.869,4.666,2.704,-2.233,-8.344,-12.740,-13.090,-8.998,-2.275,4.075,7.531,7.407,5.061,2.879,2.671,4.494,6.628,6.715,3.362,-2.813,-5.087,-2.922,-2.667,-4.492,-6.751,-7.070,-3.945,2.143,8.819,13.067,12.933,8.621,2.356,-2.924,-5.237,-4.591,-2.774,-2.053,-3.617,-6.739,-9.188,-8.645,-4.243,2.729,9.406,12.907,11.923,7.398,1.902,-1.917,-2.851,-1.712,-0.629,-1.537,-4.805,-8.875,-11.152,-9.613,-4.137,3.265,9.491,12.038,10.352,6.016,1.706,-0.460,-0.141,1.161,1.208,-1.386,-6.113,-6.360,-2.068,0.190,-0.046,-1.361,-1.517,0.966,5.700,10.505,12.639,10.452,4.448,-2.905,-8.510,-10.338,-8.468,-4.864,-2.053,-1.528,-2.863,-4.088,-3.060,1.018,6.902,11.887,13.336,10.237,3.842,-3.009,-7.470,-8.241,-6.158,-3.486,-2.392,-3.533,-5.660,-6.461,-4.126,1.351,7.958,12.708,13.314,9.500,3.161,-2.739,-5.850,-5.694,-3.751,-2.350,-3.074,-5.687,-3.788,2.173,5.485,5.535,3.697,2.285,2.960,5.598,8.321,8.690,5.311,-1.141,-8.131,-12.615,-12.727,-8.794,-3.081,1.581,3.431,2.701,1.275,1.324,3.788,7.655,10.515,10.038,5.491,-1.664,-8.476,-12.106,-11.374,-7.333,-2.534,0.551,0.973,-0.244,-0.920,0.736,4.829,9.549,12.180,10.744,5.261,-2.133,-8.320,-10.909,-9.498,-5.748,-2.250,-0.892,-1.740,1.393,7.763,10.673,9.570,5.993,2.509,1.080,1.886,3.316,3.117,-0.022,-5.460,-10.811,-13.267,-11.256,-5.414,1.719,7.104,8.876,7.279,4.322,2.399,2.734,4.626,5.949,4.597,-0.035,-6.475,-11.874,-13.598,-10.745,-4.673,1.772,5.877,6.548,4.771,2.808,2.637,4.627,7.273,8.161,5.564,-0.329,-7.322,-12.356,-13.207,-9.724,-3.870,1.460,4.112,3.833,6.694,12.016,13.263,10.120,4.424,-0.952,-3.771,-3.651,-2.105,-1.402,-2.983,-6.435,-9.657,-10.152,-6.632,0.049,7.228,11.862,12.192,8.673,3.591,-0.351,-1.636,-0.730,0.383,-0.371,-3.686,-8.279,-11.570,-11.230,-6.655,0.545,7.361,11.027,10.512,6.975,2.932,0.663,0.841,2.224,2.581,0.262,-4.584,-9.913,-12.908,-11.639,-6.264,0.980,6.997,9.534,8.353,9.568,12.890,12.009,6.920,-0.257,-6.436,-9.263,-8.355,-5.338,-2.696,-2.151,-3.596,-5.224,-4.767,-1.076,4.970,10.801,13.568,11.786,6.212,-0.568,-5.604,-7.222,-5.840,-3.509,-2.481,-3.708,-6.210,-7.709,-6.138,-1.070,5.813,11.549,13.528,10.962,5.310,-0.607,-4.237,-4.709,-3.172,-1.878,-2.614,-5.460,-8.662,-9.710,-6.960,-0.781,6.472,11.702,12.768,9.649,8.634,9.964,7.515,1.509,-5.800,-11.307,-12.756,-9.964,-4.830,-0.143,2.076,1.691,0.358,0.300,2.742,6.985,10.721,11.404,7.852,1.078,-6.156,-10.838,-11.342,-8.248,-3.857,-0.718,-0.090,-1.261,-2.148,-0.769,3.327,8.601,12.323,12.176,7.682,0.575,-6.110,-9.709,-9.358,-6.323,-3.074,-1.683,-2.535,-4.168,-4.300,-1.416,4.092,9.968,13.313,12.262,7.098,4.341,4.644,1.939,-3.514,-9.543,-13.226,-12.573,-7.706,-0.824,5.030,7.666,6.888,4.408,2.616,2.987,5.125,7.026,6.409,2.281,-4.261,-10.489,-13.536,-12.015,-6.798,-0.494,4.070,5.429,4.189,2.443,2.296,4.423,7.569,9.312,7.623,2.246,-4.955,-10.931,-13.124,-10.871,-5.714,-0.433,2.609,2.784,1.408,0.724,2.328,6.012,9.787,11.057,8.257,1.926,-1.248,-0.514,-2.040,-5.736,-9.686,-11.270,-8.802,-2.665,4.755,10.338,11.933,9.496,4.979,1.067,-0.457,0.285,1.491,0.983,-2.251,-7.240,-11.485,-12.404,-8.918,-2.186,4.965,9.583,10.198,7.522,3.857,1.587,1.692,3.212,3.962,2.055,-2.732,-8.622,-12.756,-12.841,-8.521,-1.639,4.777,8.198,7.943,5.387,2.948,2.473,4.059,6.017,6.018,2.679,-3.382,-5.449,-3.032,-2.509,-4.089,-6.162,-6.380,-3.254,2.736,9.226,13.230,12.828,8.264,1.798,-3.602,-5.936,-5.211,-3.224,-2.268,-3.566,-6.429,-8.665,-7.984,-3.539,3.372,9.896,13.173,11.926,7.137,1.416,-2.558,-3.554,-2.375,-1.156,-1.852,-4.862,-8.665,-10.706,-8.996,-3.438,3.945,10.053,12.401,10.462,5.859,1.303,-1.049,-0.831,0.469,0.616,-1.793,-6.276,-6.243,-1.699,0.756,0.635,-0.663,-0.904,1.405,5.902,10.441,12.318,9.920,3.782,-3.608,-9.148,-10.819,-8.721,-4.854,-1.781,-1.032,-2.217,-3.384,-2.401,1.537,7.205,11.931,13.114,9.781,3.219,-3.709,-8.146,-8.795,-6.509,-3.584,-2.221,-3.120,-5.064,-5.768,-3.437,1.936,8.355,12.859,13.196,9.132,2.596,-3.420,-6.548,-6.308,-4.191,-2.553,-3.011,-5.366,-3.248,2.843,6.187,6.167,4.168,2.527,2.937,5.313,7.817,8.039,4.607,-1.795,-8.641,-12.906,-12.758,-8.560,-2.616,2.210,4.132,3.373,1.820,1.664,3.872,7.473,10.091,9.435,4.796,-2.351,-9.054,-12.492,-11.513,-7.203,-2.154,1.124,1.658,0.452,-0.313,1.166,5.020,9.472,11.848,10.203,4.591,-2.835,-8.952,-11.380,-9.739,-5.725,-1.966,-0.388,-1.089,2.096,8.412,11.174,9.849,6.011,2.263,0.605,1.252,2.614,2.449,-0.559,-5.789,-10.883,-13.072,-10.822,-4.804,2.415,7.787,9.447,7.654,4.448,2.256,2.344,4.045,5.262,3.903,-0.636,-6.895,-12.052,-13.509,-10.401,-4.125,2.445,6.578,7.174,5.233,3.038,2.601,4.331,6.760,7.505,4.860,-0.979,-7.823,-12.636,-13.225,-9.478,-3.395,2.095,4.814,4.501,7.223,12.333,13.322,9.912,3.980,-1.568,-4.469,-4.331,-2.668,-1.766,-3.096,-6.280,-9.256,-9.564,-5.942,0.741,7.822,12.271,12.358,8.571,3.236,-0.907,-2.313,-1.430,-0.238,-0.823,-3.904,-8.231,-11.262,-10.708,-5.994,1.248,8.005,11.519,10.780,6.980,2.674,0.179,0.201,1.521,1.917,-0.267,-4.901,-9.973,-12.701,-11.196,-5.649,1.679,7.678,10.097,8.718,9.668,12.722,11.598,6.326,-0.949,-7.125,-9.849,-8.753,-5.491,-2.581,-1.785,-3.032,-4.543,-4.069,-0.461,5.412,11.007,13.507,11.467,5.681,-1.233,-6.307,-7.861,-6.322,-3.765,-2.474,-3.438,-5.716,-7.064,-5.434,-0.410,6.334,11.854,13.574,10.743,4.856,-1.229,-4.937,-5.386,-3.727,-2.231,-2.714,-5.292,-8.251,-9.116,-6.267,-0.092,7.059,12.101,12.922,9.535,8.257,9.392,6.831,0.813,-6.409,-11.739,-12.949,-9.890,-4.499,0.396,2.745,2.394,0.992,0.773,2.986,6.964,10.439,10.902,7.202,0.375,-6.811,-11.349,-11.636,-8.282,-3.625,-0.255,0.537,-0.560,-1.475,-0.222,3.669,8.688,12.143,11.755,7.080,-0.120,-6.796,-10.289,-9.746,-6.463,-2.947,-1.306,-1.964,-3.485,-3.603,-0.808,4.524,10.161,13.239,11.932,6.560,3.669,3.943,1.311,-3.978,-9.775,-13.193,-12.280,-7.194,-0.169,5.734,8.316,7.391,4.690,2.636,2.744,4.652,6.392,5.707,1.612,-4.800,-10.820,-13.611,-11.822,-6.366,0.114,4.766,6.113,4.761,2.821,2.424,4.283,7.181,8.733,6.936,1.552,-5.556,-11.353,-13.305,-10.784,-5.373,0.114,3.282,3.485,2.036,1.188,2.560,5.979,9.494,10.546,7.602,1.223,-1.894,-1.008,-2.310,-5.744,-9.431,-10.788,-8.163,-1.963,5.420,10.868,12.253,9.558,4.774,0.625,-1.071,-0.413,0.810,0.418,-2.617,-7.356,-11.332,-12.005,-8.332,-1.497,5.657,10.178,10.610,7.690,3.758,1.234,1.137,2.536,3.262,1.433,-3.186,-8.842,-12.710,-12.536,-8.001,-0.980,5.481,8.844,8.436,5.658,2.956,2.218,3.576,5.378,5.315,2.014,-3.913,-5.757,-3.081,-2.292,-3.638,-5.541,-5.680,-2.576,3.292,9.581,13.333,12.663,7.855,1.204,-4.294,-6.626,-5.799,-3.625,-2.424,-3.454,-6.065,-8.102,-7.304,-2.841,3.988,10.340,13.381,11.867,6.821,0.887,-3.222,-4.257,-3.015,-1.641,-2.111,-4.857,-8.398,-10.215,-8.352,-2.735,4.606,10.575,12.709,10.511,5.642,0.852,-1.670,-1.531,-0.208,0.059,-2.149,-6.379,-6.065,-1.280,1.356,1.329,0.024,-0.323,1.796,6.046,10.316,11.943,9.350,3.099,-4.305,-9.758,-11.253,-8.917,-4.782,-1.453,-0.495,-1.548,-2.682,-1.766,2.012,7.452,11.913,12.835,9.281,2.569,-4.413,-8.802,-9.309,-6.806,-3.620,-1.992,-2.658,-4.437,-5.067,-2.763,2.485,8.699,12.949,13.019,8.713,1.995,-4.114,-7.235,-6.889,-4.582,-2.696,-2.886,-4.992,-2.670,3.529,6.882,6.771,4.592,2.710,2.853,4.974,7.271,7.367,3.905,-2.424,-9.106,-13.141,-12.727,-8.269,-2.106,2.864,4.836,4.025,2.325,1.948,3.896,7.232,9.621,8.802,4.094,-3.021,-9.595,-12.825,-11.590,-7.014,-1.725,1.731,2.354,1.137,0.261,1.546,5.150,9.335,11.462,9.626,3.905,-3.530,-9.556,-11.804,-9.923,-5.641,-1.627,0.157,-0.417,2.797,9.036,11.630,10.072,5.968,1.960,0.087,0.593,1.910,1.803,-1.055,-6.062,-10.893,-12.818,-10.342,-4.167,3.118,8.453,9.979,7.976,4.512,2.054,1.905,3.432,4.564,3.222,-1.202,-7.264,-12.170,-13.359,-10.005,-3.540,3.134,7.271,7.771,5.646,3.208,2.504,3.981,6.207,6.829,4.159,-1.602,-8.279,-12.859,-13.182,-9.175,-2.877,2.753,5.518,5.148,7.709,12.594,13.320,9.647,3.490,-2.211,-5.173,-4.993,-3.192,-2.076,-3.148,-6.065,-8.807,-8.945,-5.242,1.419,8.380,12.629,12.463,8.408,2.829,-1.499,-3.004,-2.120,-0.827,-1.227,-4.062,-8.121,-10.901,-10.147,-5.315,1.947,8.623,11.966,10.991,6.925,2.360,-0.348,-0.462,0.818,1.276,-0.754,-5.163,-9.971,-12.436,-10.706,-5.006,2.382,8.339,10.621,9.028,9.707,12.496,11.139,5.700,-1.650,-7.800,-10.400,-9.100,-5.584,-2.406,-1.367,-2.433,-3.850,-3.381,0.121,5.805,11.152,13.385,11.094,5.112,-1.915,-7.005,-8.472,-6.759,-3.963,-2.405,-3.113,-5.181,-6.397,-4.732,0.226,6.811,12.104,13.559,10.466,4.357,-1.877,-5.641,-6.043,-4.243,-2.530,-2.753,-5.066,-7.792,-8.490,-5.567,0.583,7.610,12.448,13.014,9.360,7.830,8.786,6.135,0.128,-6.984,-12.121,-13.082,-9.755,-4.116,0.972,3.430,3.089,1.596,1.199,3.171,6.883,10.102,10.358,6.530,-0.327,-7.442,-11.817,-11.873,-8.254,-3.336,0.252,1.191,0.144,-0.822,0.285,3.956,8.714,11.905,11.286,6.449,-0.822,-7.467,-10.831,-10.082,-6.543,-2.760,-0.879,-1.358,-2.789,-2.918,-0.232,4.906,10.294,13.105,11.548,5.984,2.980,3.249,0.713,-4.393,-9.948,-13.099,-11.932,-6.643,0.506,6.434,8.941,7.849,4.915,2.596,2.443,4.136,5.734,5.003,0.964,-5.297,-11.095,-13.624,-11.572,-5.888,0.751,5.469,6.780,5.295,3.145,2.492,4.084,6.744,8.121,6.239,0.869,-6.124,-11.724,-13.425,-10.637,-4.979,0.697,3.970,4.179,2.634,1.604,2.734,5.885,9.146,9.994,6.927,0.522,-2.512,-1.456,-2.523,-5.690,-9.119,-10.263,-7.501,-1.259,6.062,11.357,12.516,9.559,4.512,0.137,-1.713,-1.117,0.148,-0.108,-2.930,-7.410,-11.120,-11.558,-7.713,-0.797,6.336,10.739,10.970,7.798,3.598,0.829,0.547,1.845,2.571,0.842,-3.592,-9.003,-12.603,-12.177,-7.442,-0.301,6.180,9.463,8.885,5.871,2.903,1.906,3.051,4.716,4.611,1.371,-4.402,-6.008,-3.068,-2.017,-3.141,-4.894,-4.976,-1.918,3.810,9.882,13.374,12.439,7.397,0.580,-4.995,-7.302,-6.351,-3.974,-2.519,-3.281,-5.650,-7.505,-6.611,-2.152,4.572,10.735,13.529,11.747,6.450,0.320,-3.904,-4.955,-3.628,-2.079,-2.311,-4.791,-8.075,-9.681,-7.686,-2.032,5.243,11.054,12.960,10.499,5.368,0.355,-2.317,-2.235,-0.867,-0.458,-2.450,-6.421,-5.829,-0.813,1.986,2.031,0.696,0.221,2.133,6.128,10.131,11.518,8.746,2.404,-4.991,-10.335,-11.637,-9.052,-4.650,-1.072,0.079,-0.864,-1.986,-1.160,2.441,7.640,11.834,12.500,8.739,1.899,-5.115,-9.434,-9.778,-7.045,-3.595,-1.706,-2.153,-3.785,-4.363,-2.109,2.993,8.989,12.978,12.783,8.246,1.366,-4.816,-7.907,-7.433,-4.920,-2.779,-2.701,-4.567,-2.059,4.226,7.565,7.340,4.965,2.833,2.708,4.582,6.689,6.679,3.212,-3.024,-9.524,-13.317,-12.635,-7.923,-1.556,3.538,5.537,4.650,2.785,2.176,3.858,6.934,9.106,8.146,3.390,-3.669,-10.095,-13.103,-11.606,-6.765,-1.249,2.367,3.056,1.804,0.797,1.873,5.220,9.138,11.027,9.015,3.208,-4.213,-10.125,-12.178,-10.046,-5.496,-1.235,0.739,0.271,3.488,9.628,12.037,10.235,5.863,1.603,-0.471,-0.085,1.211,1.183,-1.505,-6.277,-10.842,-12.509,-9.818,-3.505,3.822,9.096,10.470,8.242,4.515,1.794,1.419,2.791,3.861,2.558,-1.730,-7.579,-12.227,-13.150,-9.559,-2.923,3.833,7.951,8.333,6.009,3.319,2.347,3.578,5.618,6.139,3.468,-2.195,-8.687,-13.022,-13.078,-8.819,-2.319,3.431,6.217,5.768,8.149,12.797,13.256,9.326,2.958,-2.877,-5.876,-5.631,-3.673,-2.330,-3.138,-5.793,-8.312,-8.298,-4.539,2.078,8.899,12.932,12.507,8.187,2.374,-2.122,-3.704,-2.796,-1.381,-1.578,-4.160,-7.951,-10.488,-9.551,-4.622,2.636,9.208,12.363,11.142,6.808,1.992,-0.913,-1.143,0.120,0.662,-1.194,-5.366,-9.907,-12.115,-10.174,-4.340,3.085,8.978,11.102,9.282,9.684,12.212,10.635,5.049,-2.354,-8.454,-10.910,-9.392,-5.615,-2.172,-0.903,-1.804,-3.148,-2.709,0.667,6.145,11.237,13.203,10.671,4.510,-2.610,-7.691,-9.051,-7.145,-4.101,-2.275,-2.734,-4.608,-5.712,-4.035,0.833,7.241,12.295,13.483,10.134,3.817,-2.547,-6.343,-6.676,-4.714,-2.772,-2.731,-4.782,-7.288,-7.839,-4.863,1.238,8.120,12.740,13.046,9.126,7.355,8.152,5.433,-0.541,-7.521,-12.450,-13.154,-9.560,-3.683,1.581,4.127,3.772,2.167,1.575,3.297,6.741,9.712,9.778,5.843,-1.021,-8.042,-12.237,-12.051,-8.165,-2.993,0.801,1.864,0.845,-0.195,0.747,4.186,8.679,11.609,10.774,5.793,-1.525,-8.117,-11.333,-10.362,-6.562,-2.514,-0.404,-0.724,-2.087,-2.250,0.305,5.235,10.367,12.910,11.115,5.375,2.282,2.569,0.150,-4.758,-10.061,-12.944,-11.531,-6.055,1.196,7.126,9.535,8.258,5.081,2.494,2.089,3.580,5.057,4.303,0.343,-5.750,-11.313,-13.576,-11.265,-5.366,1.412,6.173,7.424,5.788,3.413,2.498,3.826,6.260,7.481,5.536,0.205,-6.654,-12.042,-13.485,-10.430,-4.536,1.313,4.668,4.859,3.197,1.969,2.847,5.731,8.746,9.407,6.238,-0.170,-3.099,-1.855,-2.676,-5.576,-8.753,-9.699,-6.820,-0.561,6.677,11.799,12.722,9.498,4.193,-0.393,-2.378,-1.820,-0.492,-0.591,-3.187,-7.403,-10.851,-11.065,-7.068,-0.094,6.996,11.259,11.276,7.845,3.379,0.376,-0.075,1.145,1.894,0.287,-3.945,-9.103,-12.436,-11.766,-6.848,0.391,6.870,10.050,9.284,6.025,2.789,1.541,2.488,4.036,3.913,0.756,-4.844,-6.201,-2.994,-1.687,-2.602,-4.225,-4.274,-1.284,4.283,10.127,13.354,12.157,6.895,-0.070,-5.698,-7.957,-6.863,-4.268,-2.553,-3.050,-5.187,-6.877,-5.910,-1.479,5.119,11.077,13.617,11.568,6.029,-0.281,-4.598,-5.642,-4.208,-2.468,-2.452,-4.664,-7.698,-9.110,-7.002,-1.336,5.851,11.487,13.154,10.426,5.038,-0.183,-2.986,-2.937,-1.500,-0.932,-2.695,-6.401,-5.535,-0.302,2.641,2.735,1.346,0.724,2.416,6.149,9.888,11.045,8.113,1.701,-5.660,-10.874,-11.968,-9.128,-4.458,-0.641,0.687,-0.167,-1.302,-0.587,2.818,7.769,11.695,12.113,8.160,1.212,-5.809,-10.036,-10.201,-7.226,-3.509,-1.365,-1.606,-3.112,-3.662,-1.481,3.457,9.222,12.945,12.490,7.735,0.711,-5.519,-8.557,-7.936,-5.203,-2.800,-2.458,-4.094
